606	497	Прокладкa	Система подачи топлива	Пробка топливного бака	Прокладка, пробка топливного бака
607	498	Заливная горловина	Система подачи топлива	Топливный бак	Заливная горловина, топливной бак
608	499	Насос	Гидравлическое оборудование	Кабина	Опрокидывающий насос, кабина
609	500	Шлангопровод	Система подачи топлива		Топливный шланг
610	501	Трубопровод	Система подачи топлива		Топливопровод
611	502	Прокладкa	Система подачи топлива	Топливопровод	Прокладка, топливопровод
612	503	Соединительные элементы	Система подачи топлива	Топливный шланг	Соединитель шланга, топливный шланг
613	504	Ремкомплект	Система подачи топлива	Топливный насос	Ремкомплект, топливный насос
615	505	Ремкомплект	Система подачи топлива	Ручной насос	Ремкомплект, ручной насос
616	506	Корпус из прозрачного материала	Система подачи топлива	Ручной насос	Корпус из прозрачного материала, ручной насос
618	507	Трос	Система подачи воздуха	Дроссельная заслонка	Тросик газа
619	508	Ремкомплект	Система сцепления	Подшипник выключения сцепления	Ремкомплект, подшипник выключения сцепления
620	509	Цилиндр	Система сцепления	Рабочий цилиндр	Рабочий цилиндр, система сцепления
621	510	Ремкомплект	Система сцепления	Главный цилиндр	Ремкомплект, главный цилиндр
622	511	Ремкомплект	Система сцепления	Рабочий цилиндр	Ремкомплект, рабочий цилиндр
623	512	Комплект прокладок	Ступенчатая коробка передач		Комплект прокладок, ступенчатая коробка
624	513	Уплотняющее кольцо	Ступенчатая коробка передач	Вал коробки передач	Уплотняющее кольцо, ступенчатая коробка передач
625	514	Комплект прокладок	Автоматическая коробка передач		Комплект прокладок, автоматическая коробка
626	515	Уплотняющее кольцо	Автоматическая коробка передач	Вал коробки передач	Уплотняющее кольцо вала, автоматическая коробка передач
628	517	Прокладкa	Главная передача	Дифференциал	Прокладка, дифференциал
629	518	Комплект прокладок	Главная передача	Дифференциал	Комплект прокладок, дифференциал
630	519	Уплотняющее кольцо	Главная передача	Дифференциал	Уплотняющее кольцо, дифференциал
631	520	Прокладкa	Главная передача	Раздаточная коробка	Прокладка, раздаточная коробка
632	521	Комплект прокладок	Главная передача	Раздаточная коробка	Комплект прокладок, раздаточная коробка
633	522	Уплотняющее кольцо	Главная передача	Распределитель вала коробки передач	Уплотняющее кольцо, раздаточная коробка
634	523	Прокладкa	Вспомогательный привод		Прокладка, вспомогательный привод
635	524	Комплект прокладок	Вспомогательный привод		Комплект прокладок, вспомогательный привод
636	525	Уплотняющее кольцо	Вспомогательный привод		Уплотняющее кольцо, вспомогательный привод
637	526	Многолистовая рессора	Подвеска / амортизация		Многолистовая рессора
638	527	Рессорный лист	Подвеска / амортизация		Рессорный лист
639	528	Трубопровод	Пневматическая система		Трубопровод
643	529	Ремкомплект	Подвеска / амортизация	Палец ушка рессоры	Ремкомплект, палец ушка рессоры
644	530	Болт	Подвеска / амортизация	Палец ушка рессоры	Палец ушка рессоры
645	531	Втулка	Подвеска / амортизация	Опора листовой рессоры	Втулка, листовая рессора
646	532	Серьга рессоры	Подвеска / амортизация		Серьга рессоры
647	533	Втулка	Подвеска / амортизация	Серьга рессоры	Втулка, серьга рессоры
648	534	Кронштейн рессоры	Подвеска / амортизация		Кронштейн пружины
649	535	Стремянка рессоры	Подвеска / амортизация		Стремянка рессоры
650	536	Центрирующее кольцо	Подвеска / амортизация	Листовая рессора	Центрирующее кольцо, листовая рессора
651	537	Болт	Подвеска / амортизация	Листовая рессора	Центровой болт рессоры
652	538	Ремкомплект	Подвеска колеса	Шкворень поворотного кулака	Ремкомплект, шкворень поворотного кулака
653	539	Ступица колеса	Подвеска колеса		Ступица колеса
654	540	Комплект подшипника	Подвеска колеса	Ступица колеса	Комплект подшипника ступицы колеса
655	541	Подшипник	Подвеска колеса	Ступица колеса	Подшипник ступицы колеса
656	542	Уплотняющее кольцо	Подвеска колеса	Ступица колеса	Уплотняющее кольцо, ступица колеса
657	543	Болт	Колеса	Колесо	Болт крепления колеса
658	544	Гайка	Колеса	Колесо	Гайка крепления колеса
659	545	Расширительное кольцо	Колеса	Обод	Расширительное колесо, обод
660	546	Центрирующее кольцо	Колеса	Обод	Центрирующее кольцо, обод
661	547	Обод	Колеса		Диск
662	548	Ремкомплект	Тормозная система	Усилитель тормозного привода	Ремкомплект, регулятор тормозных сил
663	549	Клапан	Тормозная система	Усилитель тормозного привода	Клапан, усилитель тормозного механизма
665	551	Клапан	Тормозная система	Вакуумный насос	Клапан, вакуумный насос
666	552	Прокладкa	Тормозная система	Вакуумный насос	Прокладка, вакуумный насос
667	553	Шлангопровод	Тормозная система	Пониженное давление	Шланг разрежения, тормозная система
669	555	Трубопроводный комплект	Тормозная система		Комплект трубопроводов тормозного привода
671	556	Парковочная система	Универсальные электрические части		Парковочная розетка
672	557	Электропроводка	Тормозная система	Противоблокировочное устройство	Соединительный кабель ABS
673	558	Ремкомплект	Рулевое управление	Направляющий рычаг	Ремкомплект, направляющий рычаг
676	559	Шарнир	Рулевое управление	Вал сошки рулевого управления	Шарнир, вал сошки рулевого управления
677	560	Шлангопровод	Рулевое управление	Гидравлическая система рулевого управления	Гидравлический шланг, рулевое управление
678	561	Блок управления	Рулевое управление	Рулевой механизм с усилителем	Блок управления, рулевой механизм с усилителем
679	562	Клапан	Рулевое управление	Рулевой механизм с усилителем	Клапан, рулевой механизм с усилителем
680	563	Прокладкa	Рулевое управление	Рулевой механизм	Прокладка, рулевой механизм
681	564	Комплект прокладок	Рулевое управление	Рулевой механизм	Комплект прокладок, рулевой механизм
682	565	Переключатель	Система стартера	Тяговое реле	Тяговое реле, стартер
683	566	Распределитель	Система зажигания		Распределитель зажигания
684	567	Электропроводка	Система зажигания		Провод зажигания
685	568	Комплект электропроводки	Система зажигания		Комплект проводов зажигания
686	569	Свеча зажигания	Система зажигания		Свеча зажигания
688	570	Контактная группа	Система зажигания	Распределитель зажигания	Контактная группа, распределитель зажигания
689	571	Катушка зажигания	Система зажигания		Катушка зажигания
690	572	Конденсатор	Система зажигания		Конденсатор, система зажигания
691	573	Бегунок распределителя зажигания	Система зажигания	Распределитель зажигания	Бегунок распределителя зажигани
692	574	Крышка	Система зажигания	Распределитель зажигания	Крышка распределителя зажигания
694	575	Кронштейн	Система зажигания	Распределитель зажигания	Держатель, распределитель зажигания
695	576	Вилка	Система зажигания	Распределитель зажигания	Вилка, распределитель зажигания
696	577	Вилка	Система зажигания	Свеча зажигания	Вилка, свеча зажигания
698	578	Вилка	Система зажигания	Катушка зажигания	Вилка, катушка зажигания
699	579	Блок управления	Система накаливания	Время накаливания	Блок управления, время накаливания
700	580	Регулировочный элемент	Освещение	Регулировка угла наклона фар	Регулировочный элемент, регулировка угла наклона фар
702	581	Отражатель	Освещение	Основная фара	Отражатель, основная фара
703	582	Рама	Освещение	Основная фара	Рамка, основная фара
704	583	Кабельный комплект	Освещение	Основная фара	Кабельный комплект, основная фара
705	584	Корпус	Освещение	Основная фара	Корпус, основная фара
706	585	Резистор	Система зажигания	Дополнительный резистор	Дополнительный резистор, система зажигания
707	586	Контрольный блок свечей накаливания	Система накаливания		Контрольный блок свечей
708	587	Комплект для дооборудования	Система накаливания	Система быстрого накаливания	Комплект дооснащения, установка быстрого накаливания
709	588	Резистор	Система накаливания	Дополнительный резистор	Дополнительный резистор, система накаливания
710	589	Отражатель	Освещение	Противотуманная фара	Отражатель, противотуманная фара
712	590	Рама	Освещение	Противотуманная фара	Рама, противотуманная фара
713	591	Отражатель	Освещение	Фара дальнего света	Отражатель, фара дальнего света
715	592	Рама	Освещение	Фара дальнего света	Рамка, фара дальнего света
717	594	Фара	Освещение	Прожектор-искатель	Прожектор-искатель
724	600	Фара	Освещение	Фара рабочего освещения	Фара рабочего освещения
728	603	Кабельный комплект	Освещение	Фара рабочего освещения	Кабельный комплект, фара рабочего освещения
730	605	Корпус	Освещение	Фара рабочего освещения	Корпус, фара рабочего освещения
731	606	Болт	Система выпуска ОГ		Болт, система выпуска
734	607	Монтажный комплект	Прицепное оборудование		Монтажный комплект, прицепное оборудование
738	609	Монтажный комплект	Система подачи топлива	Топливный бак	Монтажный комплект, топливный бак
740	610	Шарнир	Кузов	Капот	Шарнир, капот
743	611	Регулятор	Тормозная система	Барабанный тормозной механизм	Регулятор, барабанный тормоз
746	613	Кронштейн	Кузов	Щиток номерного знака	Кронштейн щитка номерного знака
751	614	Регулятор	Система очистки окон	Интервал включения стеклоочистителя	Регулятор, интервал включения стеклоочистителя
752	615	Регулятор	Освещение	Освещение щитка приборов	Регулятор, освещение щитка приборов
753	616	Амортизатор	Система подачи топлива	Пульсация топлива	Амортизатор пульсации, система питания
754	617	Багажник - носитель	Кузов	Поперечная балка	Поперечная балка
755	618	Колесная ниша	Кузов		Колесная ниша
757	619	Уплотняющее кольцо	Управление двигателем	Распределительный вал	Уплотняющее кольцо, распределительный вал
758	620	Клапан	Рециркуляция ОГ	Вакуумное управление	Клапан вакуумного управления, рециркуляция ОГ
761	621	Клапан	Система подачи воздуха	Регулирование давление наддува	Клапан регулирование давление наддува
762	622	Реле	Тормозная система	Противоблокировочное устройство	Реле, противоблокировочное устройство
763	623	Реле	Система стартера	Блокирование стартера	Реле, блокирование стартера
765	625	Днище	Кузов	Держатель запаспого колеса	Держатель запасного колеса
768	626	Ремкомплект	Система очистки окон	Распылитель стеклоочистителя	Ремкомплект, распылитель стеклоочистителя
769	627	Ремкомплект	Подвеска колеса	Направляющая стойка	Ремкомплект, направляющяя стойка
770	628	Ремкомплект	Рулевое управление	Поперечная рулевая тяга	Ремкомплект, поперечная рулевая тяга
771	629	Ремкомплект	Подвеска колеса		Ремкомплект, подвеска колеса
772	630	Ремкомплект	Подвеска колеса	Поперечный рычаг подвески	Ремкомплект, поперечный рычаг подвески
773	631	Ремкомплект	Рулевое управление	Наконечник поперечной рулевой тяги	Ремкомплект, наконечник поперечной рулевой тяги
774	632	Ремкомплект	Рулевое управление	Болт со шаровой головкой рулевой тяги	Ремкомплект, болт со шаровой головкой рулевой тяги
775	633	Ремкомплект	Рулевое управление	Поворотная цапфа	Ремкомплект, поворотная цапфа
776	634	Ремкомплект	Подвеска колеса	Поворотный кулак	Ремкомплект, поворотный кулак
780	635	Ремкомплект	Подвеска колеса	Направляющий болт	Ремкомплект, направляющий болт
781	636	Ремкомплект	Тормозная система	Автоматическое регулирование	Ремкомплект, автоматическое регулирование
782	637	Ремкомплект	Тормозная система	Регулятор тормозных сил	Ремкомплект, регулятор тормозных сил
783	638	Ремкомплект	Тормозная система	Расширитель	Ремкомплект, расширитель
784	639	Насадка-облицовка	Освещение	Задний фонарь	Облицовка заднего фонаря
785	640	Кронштейн	Освещение	Задний противотуманный фонарь	Кронштейн, задний противотуманный фонарь
786	641	Фонарь	Сигнализация	Проблесковый маячок	Проблесковый маячок
787	642	Кронштейн	Система очистки окон	Двигатель стеклоочистителя	Кронштейн, двигатель стеклоочис
788	643	Электродвигатель	Дополнительные удобства	Сдвигаемая панель крыши	Электродвигатель, сдвигаемая панель крыши
789	644	Регулировочный элемент	Дополнительные удобства	Наружное зеркало	Регулировочный элемент, наружное зеркало
790	645	Электродвигатель	Дополнительные удобства	Регулирование положения сиденья	Электродвигатель, регулирование положения сиденья
791	646	Регулировочный элемент	Замок	Центральный замок	Регулировочный элемент, центральный замок
792	647	Электродвигатель	Охлаждение	Вентилятор	Электродвигатель, вентилятор радиатора
793	648	Электродвигатель	Отопление / вентиляция	Вентиляция салона	Электродвигатель, вентиляция салона
794	649	Насос	Система очистки окон	Вода для чистки	Водяной насос, система очистки окон
795	650	Насос	Система очистки фар	Вода для чистки	Водяной насос, система очистки фар
796	651	Реле	Система очистки окон	Интервал включения стеклоочистителя	Реле, интервал включения стеклоочистителя
797	652	Реле	Карбюратор	Управление холодного пуска	Реле, управление холодного пуска
799	653	Реле	Батерея		Реле батареи
800	654	Реле	Универсальные электрические части	Рабочий ток	Реле, рабочий ток
802	655	Реле	Сигнализация	Указатель аварийной световой сигнализация	Реле аварийной световой сигнализация
803	656	Реле	Кондиционер		Реле, кондиционер
804	657	Переключатель	Универсальные электрические части	Пониженное давление	Вакуумный выключатель, срабатывающий от ра
805	658	Переключатель	Смазывание	Давление масла	Датчик давления масла
806	659	Переключатель	Сигнализация	Фонарь сигнала торможения	Выключатель фонаря сигнала торможения
807	660	Переключатель	Освещение	Фара заднего хода	Выключатель, фара заднего хода
808	661	Переключатель	Освещение	Контакт двери	Выключатель, контакт двери
809	662	Переключатель	Освещение	Головной свет	Выключатель, головной свет
810	663	Переключатель	Освещение	Противотуманная фара	Выключатель, противотуманная
811	664	Переключатель	Освещение	Oсвещение салона	Выключатель, oсвещение салона
812	665	Переключатель	Сигнализация	Мигающий указатель	Переключатель указателей поворота
813	666	Переключатель	Система стартера	Зажигание	Переключатель зажигания
815	668	Регулятор	Освещение	Регулировка угла наклона фар	Регулятор, регулировка угла наклона фар
816	669	Переключатель	Сигнализация	Указатель аварийной световой сигнализация	Указатель аварийной сигнализации
818	671	Предохранитель	Универсальные электрические части		Предохранитель
819	672	Комплект преохранителей	Универсальные электрические части		Комплект предохранителей
820	673	Розетка предохранителей	Универсальные электрические части		Розетка предохранителей
821	674	Электропроводка	Универсальные электрические части		Электропроводка
822	675	Соединительные элементы	Универсальные электрические части		Соединитель проводов
823	676	Комплект соединительных элементов	Универсальные электрические части		Комплект соединителей проводов
824	677	Вилка	Универсальные электрические части		Вилка
825	678	Розетка	Универсальные электрические части		Розетка
827	680	Диски устройства учета работы	приборы, универсальные		Диски устройства учета работы
828	681	Реле	Система безопасности	Сигнализация	Реле, сигнализация
829	682	Датчик	Смазывание	Температура масла	Датчик, температура масла
830	683	Датчик	Охлаждение	Температура охлаждающей жидкости	Датчик, температура охлаждающей жидкости
832	684	Датчик	Кондиционер	Внутренняя температура	Датчик, внутренняя температура
833	685	Датчик	Система зажигания	Коленчатый вал	Датчик импульсов
834	686	Датчик	Система зажигания	Управляющий импульс	Датчик, импульс зажигания
836	687	Щетка стеклоочистителя	Система очистки фар		Щетка стеклоочистителя, система очистки фар
837	688	Резервуар	Система очистки окон	Вода для чистки	Резервуар для воды (для чистки)
838	689	Трубопровод	Система очистки окон	Вода для чистки	Водопровод
839	690	Соединительные элементы	Система очистки окон	Провод стеклоомывателя	Соединитель, провод стеклоомывателя
840	691	Клапан	Система очистки окон	Провод стеклоомывателя	Клапан, провод стеклоомывателя
841	692	Пыльник	Система очистки окон	Тяги и рычаги привода стеклоочистителя	Пыльник, тяги и рычаги привода стеклоочистителя
842	693	Крышка	Система очистки окон	Рычаг стеклоочистителя	Покрышка, рычаг стеклоочистителя
843	694	Рычаг стеклоочистителя	Система очистки фар		Рычаг стеклоочистителя, система очистки фар
844	695	Спойлер	Кабина водителя	Дефлектор воздуха	Дефлектор воздуха, кабина
845	696	Спойлер	Кузов		Спойлер
846	697	Газовая пружина	Кабина водителя	Дефлектор воздуха	Газовая пружина, дефлектор возду
847	698	Зеркало	Кабина водителя	Рампа	Зеркало рампы
848	699	Кронштейн	Кабина водителя	Наружное зеркало	Кронштейн, наружное зеркало
849	700	Зеркало	Кабина водителя	Внутри	Внутреннее зеркало
851	701	Осушитель	Кондиционер		Осушитель, кондиционер
852	702	Клапан	Пневматическая система	Регулировка дорожного просвета	Клапан повортной заслонки
853	703	Болт	Кривошипношатунный механизм	Шатун	Болт крепления крышки шатуна
854	704	Амортизатор	Подвеска / амортизация		Амортизатор
855	705	Корпус	Освещение	Противотуманная фара	Корпус, противотуманная фара
857	707	Корпус	Освещение	Задний габаритный огонь	Корпус, Уплотнительное кольцо, задний габаритный фонарь
858	708	Корпус	Освещение	Фара заднего хода	Корпус, фара заднего хода
859	709	Трубка	Система подачи воздуха	Впускная труба	Впускная труба, подвод воздуха
862	711	Клапан	Система подачи топлива	Топливный насос	Клапан, топливный насос
863	712	Клапан	Нагнетание дополнительного воздуха	Насосная система дополнительного воздуха	Клапан, насосная система дополнительного воздуха
864	713	Переключатель	Замок	Фиксатор двери	Выключатель, фиксатор двери
865	714	Переключатель	Универсальные электрические части		Выключатель
871	716	Корпус	Универсальные электрические части	Выключатель	Корпус выключателя
872	717	Крепление переключателя	Универсальные электрические части		Крепление переключателя
873	718	Ручка	Универсальные электрические части	Выключатель	Ручка выключателя
874	719	Рычаг	Универсальные электрические части	Выключатель	Рычаг выключателя
875	720	Насадка-облицовка	Универсальные электрические части	Выключатель	Насадка переключателя
877	721	Переключатель	Система очистки окон		Переключатель стеклоочистителя
878	722	Переключатель	Система регулирования скорости		Переключатель управления, сист. регулирования скорости
879	723	Система очистки	Система очистки окон		Система очистки окон
882	724	Облицовка / защитная накладка	Кузов	Фара	Рама фары
887	725	Топливозаборник	Система подачи топлива		Топливозаборник, топливный насос
890	727	Комплект болтов	Система сцепления		Комплект болтов, система сцепления
896	728	Крышка	Система очистки фар	Рычаг стеклоочистителя	Покрышка, рычаг стеклоочистителя
900	729	Фонарь	Освещение	Габаритный фонарь	Боковой габаритный фонарь
901	730	Боковина	Кузов		Боковина
903	732	Насос	Нагнетание дополнительного воздуха	Дополнительный воздух	Насос дополнительного воздуха
904	733	Клапан	Нагнетание дополнительного воздуха	Дополнительный воздух	Клапан, система вторичного воздуха
912	739	Глушитель	Система выпуска ОГ	Глушитель для спортивного автомобиля	Система глушителя для спортивного автомобиля
913	740	Передняя стенка	Кузов		Передняя стенка
914	741	Шарнир	Рулевое управление	Наконечник поперечной рулевой тяги	Наконечник поперечной рулевой тяги
915	742	Трубка	Рулевое управление	Поперечная рулевая тяга	Трубка поперечной рулевой тяги
917	743	Автономное отопление	Дополнительные удобства		Автономное отопление
918	744	Гильза	Система зажигания	Вилка	Штекерная гильза, система зажигания
919	745	Пылезащитный комплект	Подвеска / амортизация	Амортизатор	Пылезащитный комплект, амортизатор
920	746	Регулировочный элемент	Дополнительные удобства	Регулирование положения сиденья	Регулировочный элемент, регулировка сидения
923	747	Регулировочный элемент	Дополнительные удобства	Регулирование высоты сиденья	Регулировочный элемент, регулирование высоты сиденья
924	748	Регулировочный элемент	Дополнительные удобства	Регулирование положения спинки сиденья	Регулировочный элемент, регулировка спинки сидения
925	749	Регулировочный элемент	Дополнительные удобства	Подголовник	Регулировочный элемент, подголовник
930	751	Блок управления	Дополнительные удобства	Система помощи при парковке	Блок управления, система помощи при парковке
932	752	Блок управления	Система зажигания		Блок управления, система зажигания
935	753	Блок управления	Карбюратор		Блок управления, карбюратор
937	754	Заслонка	Система подачи воздуха	Управление воздуха	Регулирующая заслонка, подача воздуха
938	755	Буфер	Кузов		Буфер
939	756	Кронштейн	Кузов	Буфер	Кронштейн, буфер
941	757	Багажник - носитель	Прицепное оборудование	Буфер	Носитель буфера, прицепное оборудование
943	758	Покрытие	Прицепное оборудование	Буфер	Покрытие буфера, прицепное обор
945	759	Накладка	Прицепное оборудование	Буфер	Накладка буфера, прицепное оборудования
949	760	Стойка	Прицепное оборудование		Стойка, прицепное оборудование
950	761	Подвеска	Подвеска / амортизация	Амортизатор	Подвеска, амортизатор
952	763	Дисплей	Контрольные приборы	Тахометр	Тахометр
955	764	Дисплей	Контрольные приборы	Температура охлаждающей жидкости	Дисплей, температура охлаждающей жидкости
956	765	Дисплей	Контрольные приборы	Температура масла	Дисплей, температура масла
966	771	Термостат	Смазывание	Масляное охлаждение	Термостат, масляное охлаждение
969	772	Подножка	Прицепное оборудование		Подножка, прицепное оборудование
970	773	Ступень подножки	Прицепное оборудование		Ступень подножки, прицепное оборудование
971	774	Каркас крыши	Кузов		Каркас крыши
974	775	Клапан	Карбюратор	Циркулирующий воздух	Клапан, циркулирующий воздух карбюратора
976	777	Вакуумнмный элемепт	Карбюратор		Вакуумный элемент, карбюратор
977	778	Капот	Головка цилиндра		Крышка головки цилиндра
979	779	Комплект прокладок	Головка цилиндра	Крышка головки цилиндра	Комплект прокладок, крышка головки цилиндра
981	780	Карбюратор	Карбюратор		Карбюратор
982	781	Болт	Тормозная система	Крышка главного тормозного цилиндра	Резьбовая пробка, главный тормозной цилиндр
990	783	Крепление	Кузов	Автомобильный домкрат	Крепление, автомобильный домкрат
992	784	Прокладкa	Отопление / вентиляция	Теплообменник	Прокладка, теплообменник
993	785	Накладка	Система подачи воздуха	Заслонка теплого воздуха	Заслонка теплого воздуха
994	786	Трубопровод	Отопление / вентиляция	Теплый воздух	Трубопровод, теплообменник
996	788	Фонарь	системы безопасности, универсальные	Сигнальный фонарь	Сигнальный фонарь
997	789	Куртка безопасности	системы безопасности, универсальные		Защитная куртка
999	790	Насос	Дополнительные удобства	Автономное отопление	Насос рециркуляции воды, автономное отопление
1001	792	Дисплей	Контрольные приборы	Часы	Часы
1002	793	Облицовка / защитная накладка	Кузов	Буфер	Облицовка / защитная накладка, буфер
1003	794	Облицовка / защитная накладка	Кузов	Боковина	Облицовка / защитная накладка, боковина
1004	795	Облицовка / защитная накладка	Кузов	Крыло	Облицовка / защитная накладка, крыло
1005	796	Облицовка / защитная накладка	Кузов	Дверь	Облицовка / защитная накладка, дверь
1006	797	Облицовка / защитная накладка	Кузов	Облицовка передка	Облицовка / защитная накладка, облицобка к
1007	798	Комплект облицовки / защитной накладки	Кузов	Буфер	Облицовка / защитная накладка, буфер
1008	799	Диафрагма	Тормозная система	Вакуумный насос	Мембрана, вакуумный насос
1009	800	Кронштейн	Тормозная система	Корпус скобы тормоза	Кронштейн, корпус скобы тормоза
1047	801	Теплообменник	Автоматическая коробка передач	Жидкость для гидросистем	Масляный радиатор, автоматическая коробка передач
1048	802	Теплообменник	Рулевое управление	Жидкость для гидросистем	Масляный радиатор, рулевое управление
1049	803	Трубка	Система выпуска ОГ	Сильфон	Сильфон, система выпуска
1050	804	Соединительные элементы трубопровода	Система выпуска ОГ		Соединительные элементы, система выпуска
1055	805	Резиновые полоски	Система выпуска ОГ		Резиновые полоски, система выпуска
1056	806	Клемма	Система выпуска ОГ		Клемма, система выпуска
1057	807	Кронштейн	Система выпуска ОГ	Глушитель	Кронштейн, глушитель
1058	808	Фланец	Система выпуска ОГ	Труба выхлопного газа	Фланец, труба выхлопного газа
1059	809	Кронштейн	Система выпуска ОГ		Кронштейн, система выпуска ОГ
1060	810	Пружина	Система выпуска ОГ	Труба выхлопного газа	Пружина, труба выхлопного газа
1061	811	Пружина	Система выпуска ОГ	Глушитель	Пружина, глушитель
1062	812	Кронштейн	Система выпуска ОГ	Труба	Кронштейн, труба выхлопного газа
1063	813	Проволочная скоба	Система выпуска ОГ		Проволочная скоба, система выпуска
1064	814	Гидроаккумулятор	Тормозная система	Давление в тормозном приводе	Гидроаккумулятор, тормозная система
1066	815	Шестерня	Управление двигателем	Коленчатый вал	Шестерня, коленчатый вал
1067	816	Шестерня	Управление двигателем	Распределительный вал	Шестерня, распределительный вал
1068	817	Шестерня	Управление двигателем	Вал распределителя	Шестерня, вал распределителя
1069	818	Шестерня	Управление двигателем	Промежуточный вал	Шестерня, промежуточный вал
1075	819	Планка успокоителя	Управление двигателем	Цепь привода распределительного вала	Планка успокоителя, цепь привода
1077	821	Крышка	Освещение	Противотуманная фара	Покрышка, противотуманная фара
1078	822	Крышка	Освещение	Прожектор-искатель	Крышка, прожектор-искатель
1080	824	Подвеска	Подвеска колеса	Балка моста	Втулка, балка моста
1081	825	Фланец	Карбюратор		Фланец, карбюратор
1085	826	Багажник - носитель	Кузов	Лонжерон	Лонжерон
1087	827	Амортизатор	Кузов	Буфер	Гаситель, буфер
1088	828	Эмблема	Кузов	Облицовка радиатора	Эмблема радиатора
1089	829	Комплект прокладок	Карбюратор		Комплект прокладок, карбюратор
1090	830	Ремкомплект	Карбюратор		Ремкомплект, карбюратор
1091	831	Втулка	Тормозная система	Опора тормозного вала	Втулка подшипника, тормозный вал
1092	832	Лампа накаливания	Освещение	Стояночные огни / габаритные фонари	Лампа накаливания, стояночные огни / габаритные фонари
1093	833	Отражатель	Освещение		Отражатель
1095	835	Болт	Тормозная система	Тормозная колодка	Болт тормозной колодки
